!GiaId: 275251207 azimuth= -43.22934887454733, zenith= 37.50717339352987
!x_antenna(N_ant), y_antenna(N_ant), St_I(N_ant), St_Q(N_ant), St_U(N_ant),St_V(N_ant),sigma_I(N_ant), sigma_Q(N_ant), sigma_U(N_ant),sigma_V(N_ant), station(N_ant),x_ant_ground(N_ant), y_ant_ground(N_ant)
-45.45068646665926	-105.38732933926141	5.565866142597056e-08	-2.390519202445917e-08	-2.7104359664406332e-08	4.137701362053196e-08	6.478388626913736e-09	7.71381371000319e-09	6.8581728881222545e-09	7.506565376318346e-09
-33.99831594232995	-93.58093801814547	7.195346727321045e-08	-2.539052297521794e-08	-3.3771683325432786e-08	5.760855198179796e-08	7.904737444829074e-09	8.745984866450055e-09	6.923141892234215e-09	7.903740718968154e-09
-18.556220110632818	-97.32440049294799	5.424825797529026e-08	-3.301797609614962e-08	-1.1043482269207532e-08	4.1011861632561104e-08	7.037679397616751e-09	7.341199442523268e-09	6.486403248604206e-09	7.011105922500079e-09
-14.497896089996964	-100.05440424743102	5.8460863915560026e-08	-3.3200640391056303e-08	-1.148832037711843e-08	4.3036569390270115e-08	7.734869829729038e-09	7.688390746075009e-09	7.599340233674344e-09	7.545917702199302e-09
-11.703967366148296	-111.86505579544583	5.8960247363404507e-08	-3.598404727985473e-08	-1.3930498457803209e-08	4.159509513664552e-08	7.863934529563476e-09	8.131106001365234e-09	6.364936901203008e-09	8.033449103949538e-09
-15.640613794524091	-124.47638005614246	5.63730361589866e-08	-1.5599818439046885e-08	-3.16499907852916e-08	4.293331843651033e-08	6.700413174319283e-09	7.50008791747054e-09	6.187099957178414e-09	7.589173310911578e-09
-19.61037114006267	-131.29100197819278	5.004561345291704e-08	-1.2653982307793757e-08	-1.99315966943158e-08	4.304366845212265e-08	6.634964315281834e-09	6.574674255702017e-09	5.8129772948586745e-09	6.966957709044336e-09
-33.7902246232521	-130.99949776516962	4.9771256191560893e-08	-1.8741592508740454e-08	-1.3235841256386364e-08	4.302985627082562e-08	6.8387596160210735e-09	6.943839812268782e-09	6.250868270402232e-09	7.259549694413174e-09
-41.608768937986454	-129.05138330684963	5.973705187972314e-08	-2.831266222686614e-08	-2.561267836191746e-08	4.318028486997544e-08	6.776568311239378e-09	8.287826949324615e-09	7.022273501022706e-09	7.392666317664996e-09
-46.64798275774344	-120.48313821832826	4.596427381156903e-08	-1.686869994061507e-08	-2.1718058801653268e-08	3.470237319477718e-08	6.708558761946799e-09	7.25260885201958e-09	6.175206066558518e-09	7.309215298924352e-09
-53.81985519804204	-116.69279058324854	5.569838082157872e-08	-3.1344147967621114e-08	-5.840115724417877e-09	4.4957580140935486e-08	6.5453978132237935e-09	7.278467648416317e-09	6.620057440025735e-09	6.914364137412069e-09
-52.35426099277598	-103.79658656936572	5.1598146463807035e-08	-2.502893363990163e-08	-1.6902993212484436e-08	4.1350269777361595e-08	6.858577376792342e-09	7.528463199424736e-09	6.182266384072142e-09	7.47927207700844e-09
-45.01578050456394	-93.39115064325696	5.636972412137534e-08	-2.384002973522872e-08	-2.9166728636766443e-08	4.0564665160055996e-08	6.790190766013443e-09	6.23936818735788e-09	6.3086127314510185e-09	7.203458418675117e-09
-32.170587728151915	-86.90667382654314	6.784348411176346e-08	-4.159096101648878e-08	-1.4967946249765516e-08	5.1053708536251663e-08	8.384806149829759e-09	8.902427961134356e-09	7.118107416472498e-09	7.421783731924998e-09
-10.270440231032227	-99.20762654077171	6.92441209337697e-08	-2.6390328987697477e-08	-1.8604538763290957e-08	5.8387006444825494e-08	8.000296145807585e-09	8.594879976158224e-09	8.086738146961464e-09	8.425295150906868e-09
-4.009710276620572	-111.55621675209217	5.690359097454153e-08	-2.8913183525784827e-08	-2.1579397650477157e-08	4.2086476498989e-08	7.498073834877618e-09	7.659348768957557e-09	6.373059760159101e-09	8.166096547177797e-09
-12.543318965356685	-133.035955090139	6.00580815070993e-08	-3.158372448339946e-08	-2.069566971502383e-08	4.5343754462521964e-08	8.061735335939288e-09	7.967277368202906e-09	7.00694062038754e-09	8.51931465231073e-09
-23.193673703029557	-137.42777856680524	3.829913958974059e-08	-2.1420766910253937e-08	-1.2544123327330642e-08	2.857650759918511e-08	5.973366509043383e-09	6.001462378058753e-09	5.057169888869265e-09	6.159434118016587e-09
-38.97813753708222	-138.67162192878266	4.8846541782697344e-08	-2.2563624807771496e-08	-1.4899663372217044e-08	3.9720932673106623e-08	6.345200618396963e-09	7.02234482890788e-09	6.3709952924754215e-09	6.531718967031645e-09
-52.38857679197604	-127.21139712546353	4.6339651248886445e-08	-6.019559189851088e-09	-1.1529249272415371e-08	4.337104595331864e-08	6.247286343864932e-09	6.10026670296123e-09	6.427935886093116e-09	6.829080084356996e-09
-63.23439170412761	-118.80152564034834	5.9278661545685226e-08	-2.2845022414855923e-08	-1.8203849098974506e-08	5.013790475453952e-08	6.584370178946258e-09	7.418990758229867e-09	6.4542119912109115e-09	7.207583472206225e-09
-59.27007546197497	-104.51235653361539	4.773729739331159e-08	-3.187122857156261e-08	-1.579099285463195e-08	3.126176098742448e-08	5.805268366874297e-09	6.261252657215069e-09	5.854020331541817e-09	5.638765850065177e-09
-52.10064782034682	-91.93299624031857	7.383826117676893e-08	-2.524076361935906e-08	-2.252344631972668e-08	6.509534331124447e-08	7.378524228932502e-09	9.120264513619585e-09	7.80503646635901e-09	7.460574306022925e-09
-46.99903112558688	-85.89389728025346	6.021302836399161e-08	-2.8594229751099344e-08	-1.2620210016563925e-08	5.1005955466303194e-08	7.659484239530357e-09	7.62227569777811e-09	6.765942543298631e-09	8.200767005282149e-09
3.8944360756941476	-116.31941030248565	6.267868030171191e-08	-3.157976370362466e-08	-2.131579579413122e-08	4.9554750324115075e-08	7.885521519616582e-09	8.348088266496017e-09	7.350911109366219e-09	7.995906148239333e-09
-2.8603712076142647	-133.96047862497838	4.1543359876465716e-08	-1.674664866438268e-08	-1.3156363011027304e-08	3.419690986893832e-08	6.266534772740255e-09	5.760124634069704e-09	5.798365865091504e-09	6.4517397786229715e-09
-22.967859617796464	-147.53016108696457	4.787992806711463e-08	-2.5990540468126317e-08	-1.7101877045758457e-08	3.600442800800565e-08	5.9486400286277245e-09	6.591781662898746e-09	5.59350446423307e-09	6.625948315957096e-09
